chr	start	end	targetChr	targetStart	targetEnd
3	43740000	43750000	3	43540000	43550000
3	44200000	44210000	3	43540000	43550000
3	44200000	44210000	3	43760000	43770000
1	69730000	69740000	1	68590000	68600000
3	44910000	44920000	3	44530000	44540000
3	45490000	45500000	3	45030000	45040000
3	45650000	45660000	3	45030000	45040000
3	45930000	45940000	3	45030000	45040000
3	45210000	45220000	3	45040000	45050000
3	45650000	45660000	3	45510000	45520000
3	46360000	46370000	3	46090000	46100000
3	47790000	47800000	3	47520000	47530000
1	70500000	70510000	1	70130000	70140000
3	47980000	47990000	3	47830000	47840000
3	48150000	48160000	3	47830000	47840000
3	49670000	49680000	3	49540000	49550000
3	50540000	50550000	3	50430000	50440000
3	51370000	51380000	3	50620000	50630000
3	52130000	52140000	3	52000000	52010000
1	71050000	71060000	1	70130000	70140000
3	53070000	53080000	3	52850000	52860000
3	53710000	53720000	3	53110000	53120000
3	53710000	53720000	3	53210000	53220000
3	53700000	53710000	3	53300000	53310000
3	55470000	55480000	3	54850000	54860000
3	55730000	55740000	3	54850000	54860000
3	94070000	94080000	3	93990000	94000000
3	97710000	97720000	3	96860000	96870000
3	98010000	98020000	3	96860000	96870000
1	25800000	25810000	1	25510000	25520000
1	70350000	70360000	1	70210000	70220000
3	98020000	98030000	3	97790000	97800000
3	98320000	98330000	3	98040000	98050000
3	98570000	98580000	3	98040000	98050000
3	98810000	98820000	3	98040000	98050000
3	98800000	98810000	3	98600000	98610000
3	99170000	99180000	3	98820000	98830000
3	99760000	99770000	3	98810000	98820000
3	99680000	99690000	3	99020000	99030000
3	101190000	101200000	3	99820000	99830000
3	101570000	101580000	3	99820000	99830000
3	100250000	100260000	3	99840000	99850000
3	100320000	100330000	3	99830000	99840000
3	100590000	100600000	3	99830000	99840000
3	100060000	100070000	3	99840000	99850000
3	100240000	100250000	3	100070000	100080000
3	100590000	100600000	3	100310000	100320000
3	101380000	101390000	3	100320000	100330000
3	101650000	101660000	3	100720000	100730000
3	101380000	101390000	3	100730000	100740000
1	71060000	71070000	1	70340000	70350000
3	101630000	101640000	3	101070000	101080000
3	102530000	102540000	3	101800000	101810000
3	102220000	102230000	3	101810000	101820000
3	102530000	102540000	3	102230000	102240000
3	105510000	105520000	3	104100000	104110000
3	105370000	105380000	3	104270000	104280000
3	105360000	105370000	3	104590000	104600000
3	107120000	107130000	3	105680000	105690000
3	105860000	105870000	3	105690000	105700000
1	71040000	71050000	1	70520000	70530000
3	107050000	107060000	3	106820000	106830000
3	107740000	107750000	3	107230000	107240000
3	108470000	108480000	3	107230000	107240000
3	108550000	108560000	3	107230000	107240000
3	107420000	107430000	3	107260000	107270000
3	107540000	107550000	3	107250000	107260000
3	108910000	108920000	3	108490000	108500000
3	108910000	108920000	3	108660000	108670000
3	75160000	75170000	3	73870000	73880000
3	75160000	75170000	3	74270000	74280000
1	72610000	72620000	1	71570000	71580000
3	77250000	77260000	3	77030000	77040000
3	78630000	78640000	3	77340000	77350000
3	79030000	79040000	3	78650000	78660000
3	80680000	80690000	3	79520000	79530000
3	81230000	81240000	3	79520000	79530000
3	81330000	81340000	3	79520000	79530000
3	83520000	83530000	3	81580000	81590000
3	83520000	83530000	3	81660000	81670000
3	83520000	83530000	3	81870000	81880000
1	72040000	72050000	1	71580000	71590000
3	84960000	84970000	3	84540000	84550000
3	85350000	85360000	3	84540000	84550000
3	85570000	85580000	3	84540000	84550000
3	86560000	86570000	3	85820000	85830000
3	87080000	87090000	3	86770000	86780000
3	87160000	87170000	3	86770000	86780000
3	88000000	88010000	3	86770000	86780000
3	88170000	88180000	3	86770000	86780000
3	87500000	87510000	3	87250000	87260000
1	72030000	72040000	1	71710000	71720000
3	88000000	88010000	3	87280000	87290000
3	88000000	88010000	3	87770000	87780000
3	88110000	88120000	3	87770000	87780000
3	88140000	88150000	3	88030000	88040000
3	89100000	89110000	3	88200000	88210000
3	90090000	90100000	3	88210000	88220000
3	128600000	128610000	3	128080000	128090000
3	128590000	128600000	3	128420000	128430000
3	129820000	129830000	3	129480000	129490000
3	129930000	129940000	3	129630000	129640000
1	73670000	73680000	1	73450000	73460000
3	129820000	129830000	3	129640000	129650000
3	130890000	130900000	3	130750000	130760000
3	131790000	131800000	3	131040000	131050000
3	132020000	132030000	3	131040000	131050000
3	132180000	132190000	3	131040000	131050000
3	132020000	132030000	3	131790000	131800000
3	132330000	132340000	3	132250000	132260000
3	132640000	132650000	3	132530000	132540000
1	38830000	38840000	1	37890000	37900000
3	133920000	133930000	3	132730000	132740000
3	133400000	133410000	3	132730000	132740000
3	133380000	133390000	3	133040000	133050000
3	134210000	134220000	3	133810000	133820000
3	134470000	134480000	3	133810000	133820000
3	134210000	134220000	3	133930000	133940000
3	134470000	134480000	3	133930000	133940000
3	134460000	134470000	3	134220000	134230000
1	38830000	38840000	1	38020000	38030000
3	134470000	134480000	3	134300000	134310000
3	135890000	135900000	3	134600000	134610000
3	136040000	136050000	3	134590000	134600000
3	137010000	137020000	3	136070000	136080000
3	137950000	137960000	3	136060000	136070000
3	136380000	136390000	3	136080000	136090000
3	136750000	136760000	3	136080000	136090000
1	26000000	26010000	1	25890000	25900000
1	38580000	38590000	1	38030000	38040000
3	136740000	136750000	3	136180000	136190000
3	137010000	137020000	3	136760000	136770000
3	137950000	137960000	3	137110000	137120000
3	138910000	138920000	3	138470000	138480000
3	139320000	139330000	3	138410000	138420000
3	138910000	138920000	3	138690000	138700000
3	139330000	139340000	3	138690000	138700000
1	38820000	38830000	1	38600000	38610000
3	139320000	139330000	3	139110000	139120000
3	140860000	140870000	3	139420000	139430000
3	140860000	140870000	3	140120000	140130000
3	141190000	141200000	3	140900000	140910000
3	141190000	141200000	3	141000000	141010000
3	141450000	141460000	3	141300000	141310000
3	141910000	141920000	3	141460000	141470000
1	39070000	39080000	1	38860000	38870000
3	142000000	142010000	3	141460000	141470000
3	141550000	141560000	3	141470000	141480000
3	141910000	141920000	3	141570000	141580000
3	141990000	142000000	3	141570000	141580000
3	142990000	143000000	3	142130000	142140000
3	142990000	143000000	3	142580000	142590000
3	143670000	143680000	3	142580000	142590000
3	143760000	143770000	3	142580000	142590000
3	143960000	143970000	3	142580000	142590000
1	39260000	39270000	1	39100000	39110000
3	143750000	143760000	3	142830000	142840000
3	143760000	143770000	3	143010000	143020000
3	143670000	143680000	3	143020000	143030000
3	143650000	143660000	3	143120000	143130000
3	143850000	143860000	3	143770000	143780000
3	143950000	143960000	3	143780000	143790000
3	145770000	145780000	3	143890000	143900000
3	110310000	110320000	3	109530000	109540000
3	111960000	111970000	3	111710000	111720000
3	112990000	113000000	3	112120000	112130000
1	40980000	40990000	1	40060000	40070000
3	112300000	112310000	3	112120000	112130000
3	112530000	112540000	3	112120000	112130000
3	112990000	113000000	3	112300000	112310000
3	112520000	112530000	3	112320000	112330000
3	112980000	112990000	3	112730000	112740000
3	113620000	113630000	3	113040000	113050000
3	113280000	113290000	3	113050000	113060000
3	113280000	113290000	3	113130000	113140000
1	40410000	40420000	1	40140000	40150000
3	115810000	115820000	3	114150000	114160000
3	115800000	115810000	3	114370000	114380000
3	115160000	115170000	3	114370000	114380000
3	115680000	115690000	3	114370000	114380000
3	115800000	115810000	3	114820000	114830000
3	115680000	115690000	3	114830000	114840000
3	115790000	115800000	3	115090000	115100000
3	115690000	115700000	3	115210000	115220000
3	115810000	115820000	3	115210000	115220000
3	116750000	116760000	3	116140000	116150000
1	40950000	40960000	1	40590000	40600000
3	117990000	118000000	3	116760000	116770000
3	117520000	117530000	3	116770000	116780000
3	117710000	117720000	3	116770000	116780000
3	117520000	117530000	3	116860000	116870000
3	117710000	117720000	3	116860000	116870000
3	117350000	117360000	3	117020000	117030000
3	117430000	117440000	3	117020000	117030000
3	117520000	117530000	3	117020000	117030000
3	119350000	119360000	3	119270000	119280000
3	119680000	119690000	3	119270000	119280000
1	40840000	40850000	1	40600000	40610000
3	120140000	120150000	3	119890000	119900000
3	120410000	120420000	3	120240000	120250000
3	121510000	121520000	3	120240000	120250000
3	121520000	121530000	3	120420000	120430000
3	122090000	122100000	3	121550000	121560000
3	122250000	122260000	3	121550000	121560000
3	122360000	122370000	3	121550000	121560000
3	123240000	123250000	3	121550000	121560000
3	122260000	122270000	3	122100000	122110000
3	123260000	123270000	3	122390000	122400000
1	41420000	41430000	1	41280000	41290000
3	123480000	123490000	3	123320000	123330000
3	124550000	124560000	3	123640000	123650000
3	123970000	123980000	3	123740000	123750000
3	124280000	124290000	3	124010000	124020000
3	124470000	124480000	3	124010000	124020000
3	124540000	124550000	3	124010000	124020000
3	124540000	124550000	3	124350000	124360000
3	124680000	124690000	3	124570000	124580000
3	125580000	125590000	3	124750000	124760000
1	42660000	42670000	1	42320000	42330000
3	124900000	124910000	3	124760000	124770000
3	125570000	125580000	3	124920000	124930000
3	125430000	125440000	3	124990000	125000000
3	125570000	125580000	3	124990000	125000000
3	126390000	126400000	3	126130000	126140000
3	126380000	126390000	3	126250000	126260000
3	127540000	127550000	3	126680000	126690000
3	127450000	127460000	3	126750000	126760000
1	27280000	27290000	1	27100000	27110000
3	165180000	165190000	3	163480000	163490000
3	167680000	167690000	3	167390000	167400000
3	167740000	167750000	3	167390000	167400000
3	167880000	167890000	3	167390000	167400000
3	168160000	168170000	3	168050000	168060000
3	168840000	168850000	3	168040000	168050000
3	168850000	168860000	3	168200000	168210000
3	169740000	169750000	3	168210000	168220000
3	168840000	168850000	3	168510000	168520000
1	42740000	42750000	1	42570000	42580000
3	169730000	169740000	3	168860000	168870000
3	169660000	169670000	3	169140000	169150000
3	169740000	169750000	3	169130000	169140000
3	169290000	169300000	3	169140000	169150000
3	169570000	169580000	3	169140000	169150000
3	170400000	170410000	3	170300000	170310000
3	171560000	171570000	3	170960000	170970000
3	171760000	171770000	3	170960000	170970000
3	171830000	171840000	3	170960000	170970000
3	172340000	172350000	3	170960000	170970000
3	171560000	171570000	3	171050000	171060000
3	171560000	171570000	3	171170000	171180000
3	172340000	172350000	3	171630000	171640000
3	172660000	172670000	3	172330000	172340000
3	172590000	172600000	3	172490000	172500000
3	173550000	173560000	3	172810000	172820000
3	173040000	173050000	3	172820000	172830000
3	175930000	175940000	3	175420000	175430000
3	177350000	177360000	3	177050000	177060000
3	177180000	177190000	3	177060000	177070000
1	43070000	43080000	1	42920000	42930000
3	177350000	177360000	3	177200000	177210000
3	178960000	178970000	3	178430000	178440000
3	179310000	179320000	3	178440000	178450000
3	179310000	179320000	3	179010000	179020000
3	179560000	179570000	3	179330000	179340000
3	179560000	179570000	3	179430000	179440000
3	180590000	180600000	3	179920000	179930000
3	181700000	181710000	3	181210000	181220000
3	181690000	181700000	3	181330000	181340000
3	146590000	146600000	3	146060000	146070000
1	43410000	43420000	1	43220000	43230000
3	146320000	146330000	3	146200000	146210000
3	146570000	146580000	3	146210000	146220000
3	146570000	146580000	3	146330000	146340000
3	147610000	147620000	3	147120000	147130000
3	148070000	148080000	3	147110000	147120000
3	148930000	148940000	3	148300000	148310000
3	148710000	148720000	3	148370000	148380000
3	148630000	148640000	3	148380000	148390000
3	149270000	149280000	3	148950000	148960000
3	149480000	149490000	3	148950000	148960000
1	43940000	43950000	1	43520000	43530000
3	151140000	151150000	3	149940000	149950000
3	150200000	150210000	3	149950000	149960000
3	150490000	150500000	3	149950000	149960000
3	150490000	150500000	3	150220000	150230000
3	150490000	150500000	3	150290000	150300000
3	150860000	150870000	3	150520000	150530000
3	151140000	151150000	3	150530000	150540000
3	150720000	150730000	3	150580000	150590000
3	150860000	150870000	3	150720000	150730000
1	44040000	44050000	1	43520000	43530000
3	151140000	151150000	3	150780000	150790000
3	151280000	151290000	3	151160000	151170000
3	151830000	151840000	3	151160000	151170000
3	151910000	151920000	3	151160000	151170000
3	151830000	151840000	3	151290000	151300000
3	151910000	151920000	3	151290000	151300000
3	152450000	152460000	3	151290000	151300000
3	151830000	151840000	3	151440000	151450000
3	151910000	151920000	3	151440000	151450000
3	151650000	151660000	3	151450000	151460000
1	44590000	44600000	1	44220000	44230000
3	152440000	152450000	3	152180000	152190000
3	152270000	152280000	3	152190000	152200000
3	154020000	154030000	3	153020000	153030000
3	153770000	153780000	3	153030000	153040000
3	154250000	154260000	3	153030000	153040000
3	153590000	153600000	3	153040000	153050000
3	155320000	155330000	3	154330000	154340000
3	155710000	155720000	3	154330000	154340000
3	155160000	155170000	3	154750000	154760000
1	44590000	44600000	1	44370000	44380000
3	155320000	155330000	3	154750000	154760000
3	155070000	155080000	3	154760000	154770000
3	155310000	155320000	3	155180000	155190000
3	155700000	155710000	3	155350000	155360000
3	157150000	157160000	3	155880000	155890000
3	157480000	157490000	3	155990000	156000000
3	157130000	157140000	3	156000000	156010000
3	157200000	157210000	3	156000000	156010000
3	156520000	156530000	3	156150000	156160000
3	157130000	157140000	3	156150000	156160000
1	45310000	45320000	1	44810000	44820000
3	157120000	157130000	3	156540000	156550000
3	156820000	156830000	3	156680000	156690000
3	157490000	157500000	3	157200000	157210000
3	158780000	158790000	3	157530000	157540000
3	158310000	158320000	3	157610000	157620000
3	158430000	158440000	3	157610000	157620000
3	158430000	158440000	3	157860000	157870000
3	159250000	159260000	3	158840000	158850000
1	20490000	20500000	1	20210000	20220000
1	27980000	27990000	1	27850000	27860000
3	159800000	159810000	3	158830000	158840000
3	159990000	160000000	3	158830000	158840000
3	159250000	159260000	3	158910000	158920000
3	159800000	159810000	3	158910000	158920000
3	159240000	159250000	3	159090000	159100000
3	159800000	159810000	3	159260000	159270000
3	160000000	160010000	3	159260000	159270000
3	159800000	159810000	3	159320000	159330000
3	160000000	160010000	3	159820000	159830000
3	160000000	160010000	3	159880000	159890000
1	45480000	45490000	1	45360000	45370000
3	160340000	160350000	3	160020000	160030000
3	160410000	160420000	3	160020000	160030000
3	161410000	161420000	3	160700000	160710000
3	160930000	160940000	3	160700000	160710000
3	161260000	161270000	3	160700000	160710000
3	161410000	161420000	3	160940000	160950000
3	161410000	161420000	3	161270000	161280000
3	163490000	163500000	3	161550000	161560000
3	163490000	163500000	3	161850000	161860000
1	46180000	46190000	1	46030000	46040000
3	182250000	182260000	3	181210000	181220000
3	182670000	182680000	3	181210000	181220000
3	182680000	182690000	3	181320000	181330000
3	182830000	182840000	3	182710000	182720000
3	183380000	183390000	3	183120000	183130000
3	183380000	183390000	3	183180000	183190000
3	183760000	183770000	3	183460000	183470000
3	184270000	184280000	3	183890000	183900000
1	46530000	46540000	1	46440000	46450000
3	185180000	185190000	3	184870000	184880000
3	185760000	185770000	3	185680000	185690000
3	186550000	186560000	3	185960000	185970000
3	186610000	186620000	3	185960000	185970000
3	186240000	186250000	3	185980000	185990000
3	186540000	186550000	3	186250000	186260000
1	47720000	47730000	1	47180000	47190000
3	186790000	186800000	3	186590000	186600000
3	187690000	187700000	3	187210000	187220000
3	187680000	187690000	3	187310000	187320000
3	189140000	189150000	3	187730000	187740000
3	188950000	188960000	3	187730000	187740000
3	189040000	189050000	3	187730000	187740000
3	187970000	187980000	3	187750000	187760000
3	188170000	188180000	3	187750000	187760000
1	47720000	47730000	1	47420000	47430000
3	188950000	188960000	3	187960000	187970000
3	189140000	189150000	3	188960000	188970000
3	190190000	190200000	3	189260000	189270000
3	189940000	189950000	3	189270000	189280000
3	190690000	190700000	3	189960000	189970000
3	190200000	190210000	3	189970000	189980000
3	190410000	190420000	3	189970000	189980000
3	190320000	190330000	3	190220000	190230000
3	191050000	191060000	3	190700000	190710000
1	47710000	47720000	1	47520000	47530000
3	191050000	191060000	3	190810000	190820000
3	191040000	191050000	3	190880000	190890000
3	191380000	191390000	3	191240000	191250000
3	192440000	192450000	3	191410000	191420000
3	192790000	192800000	3	192470000	192480000
3	193560000	193570000	3	192470000	192480000
3	192790000	192800000	3	192560000	192570000
3	193560000	193570000	3	192560000	192570000
3	193560000	193570000	3	192810000	192820000
3	193040000	193050000	3	192820000	192830000
1	48210000	48220000	1	48100000	48110000
3	194310000	194320000	3	193660000	193670000
3	194140000	194150000	3	193780000	193790000
3	194310000	194320000	3	193780000	193790000
3	194300000	194310000	3	194140000	194150000
3	194580000	194590000	3	194470000	194480000
3	196190000	196200000	3	196070000	196080000
3	197500000	197510000	3	197240000	197250000
4	980000	990000	4	240000	250000
1	48490000	48500000	1	48100000	48110000
4	1630000	1640000	4	1360000	1370000
4	5800000	5810000	4	4480000	4490000
4	4870000	4880000	4	4490000	4500000
4	5800000	5810000	4	4890000	4900000
4	5710000	5720000	4	5000000	5010000
4	5800000	5810000	4	5000000	5010000
4	6540000	6550000	4	6230000	6240000
4	6870000	6880000	4	6720000	6730000
4	7710000	7720000	4	7200000	7210000
1	50340000	50350000	1	48560000	48570000
4	7980000	7990000	4	7800000	7810000
4	10540000	10550000	4	10160000	10170000
4	10390000	10400000	4	10170000	10180000
4	11730000	11740000	4	10560000	10570000
4	11420000	11430000	4	10570000	10580000
4	12630000	12640000	4	12040000	12050000
4	13550000	13560000	4	12730000	12740000
4	13550000	13560000	4	12850000	12860000
4	15000000	15010000	4	13640000	13650000
1	28200000	28210000	1	28090000	28100000
1	48690000	48700000	1	48570000	48580000
4	14780000	14790000	4	13660000	13670000
4	15450000	15460000	4	15230000	15240000
4	15640000	15650000	4	15230000	15240000
4	15970000	15980000	4	15230000	15240000
4	16260000	16270000	4	16010000	16020000
4	16170000	16180000	4	16040000	16050000
4	17320000	17330000	4	16290000	16300000
4	17450000	17460000	4	16290000	16300000
4	17450000	17460000	4	17340000	17350000
1	48820000	48830000	1	48570000	48580000
4	18590000	18600000	4	17470000	17480000
4	18360000	18370000	4	17540000	17550000
4	18590000	18600000	4	17540000	17550000
4	17630000	17640000	4	17550000	17560000
4	17800000	17810000	4	17550000	17560000
4	18590000	18600000	4	17620000	17630000
4	18360000	18370000	4	17820000	17830000
4	18590000	18600000	4	17820000	17830000
4	19090000	19100000	4	18690000	18700000
1	50340000	50350000	1	48680000	48690000
4	38030000	38040000	4	37800000	37810000
4	38670000	38680000	4	38060000	38070000
4	38730000	38740000	4	38060000	38070000
4	38860000	38870000	4	38060000	38070000
4	38730000	38740000	4	38170000	38180000
4	38670000	38680000	4	38180000	38190000
4	38670000	38680000	4	38320000	38330000
4	38860000	38870000	4	38760000	38770000
4	39130000	39140000	4	38900000	38910000
4	39970000	39980000	4	39460000	39470000
1	51190000	51200000	1	50360000	50370000
4	40310000	40320000	4	40060000	40070000
4	40310000	40320000	4	40150000	40160000
4	41210000	41220000	4	40930000	40940000
4	41650000	41660000	4	40930000	40940000
4	41880000	41890000	4	41270000	41280000
4	41660000	41670000	4	41280000	41290000
4	41880000	41890000	4	41690000	41700000
4	42510000	42520000	4	41690000	41700000
4	42860000	42870000	4	41690000	41700000
4	42850000	42860000	4	42280000	42290000
1	50600000	50610000	1	50370000	50380000
4	42510000	42520000	4	42370000	42380000
4	42850000	42860000	4	42560000	42570000
4	42740000	42750000	4	42570000	42580000
4	44620000	44630000	4	42990000	43000000
4	44630000	44640000	4	43130000	43140000
4	44620000	44630000	4	43770000	43780000
4	46270000	46280000	4	44750000	44760000
4	46640000	46650000	4	44750000	44760000
4	46270000	46280000	4	44920000	44930000
4	46270000	46280000	4	45450000	45460000
1	50700000	50710000	1	50370000	50380000
4	46270000	46280000	4	45940000	45950000
4	46640000	46650000	4	46320000	46330000
4	47380000	47390000	4	46840000	46850000
4	47380000	47390000	4	46930000	46940000
4	47930000	47940000	4	47680000	47690000
4	47830000	47840000	4	47690000	47700000
4	48540000	48550000	4	48120000	48130000
4	48950000	48960000	4	48580000	48590000
4	52020000	52030000	4	51850000	51860000
4	52010000	52020000	4	51890000	51900000
1	51040000	51050000	1	50760000	50770000
4	52980000	52990000	4	52230000	52240000
4	52980000	52990000	4	52370000	52380000
4	54230000	54240000	4	52370000	52380000
4	52980000	52990000	4	52540000	52550000
4	54230000	54240000	4	53000000	53010000
4	53910000	53920000	4	53010000	53020000
4	54220000	54230000	4	53190000	53200000
4	54220000	54230000	4	53380000	53390000
4	54220000	54230000	4	53910000	53920000
4	54960000	54970000	4	54320000	54330000
1	51180000	51190000	1	50770000	50780000
4	55320000	55330000	4	54320000	54330000
4	54960000	54970000	4	54380000	54390000
4	54940000	54950000	4	54680000	54690000
4	55320000	55330000	4	54960000	54970000
4	55320000	55330000	4	55180000	55190000
4	55860000	55870000	4	55400000	55410000
4	55540000	55550000	4	55410000	55420000
4	56820000	56830000	4	56420000	56430000
4	56800000	56810000	4	56550000	56560000
1	52000000	52010000	1	51890000	51900000
4	58060000	58070000	4	57430000	57440000
4	59150000	59160000	4	57440000	57450000
4	60200000	60210000	4	59240000	59250000
4	60190000	60200000	4	59470000	59480000
4	60960000	60970000	4	60800000	60810000
4	64530000	64540000	4	64150000	64160000
4	66680000	66690000	4	64780000	64790000
4	68330000	68340000	4	67520000	67530000
4	68170000	68180000	4	67900000	67910000
4	68370000	68380000	4	68270000	68280000
4	70560000	70570000	4	69680000	69690000
4	71550000	71560000	4	70600000	70610000
4	71710000	71720000	4	70600000	70610000
4	72290000	72300000	4	70600000	70610000
4	71000000	71010000	4	70630000	70640000
4	71710000	71720000	4	70980000	70990000
4	71710000	71720000	4	71260000	71270000
4	72290000	72300000	4	71730000	71740000
1	29200000	29210000	1	28780000	28790000
1	53390000	53400000	1	53270000	53280000
4	73010000	73020000	4	72300000	72310000
4	73020000	73030000	4	72500000	72510000
4	73240000	73250000	4	73140000	73150000
4	73650000	73660000	4	73300000	73310000
4	20240000	20250000	4	18680000	18690000
4	20240000	20250000	4	19220000	19230000
4	20680000	20690000	4	20410000	20420000
4	21760000	21770000	4	20410000	20420000
4	21460000	21470000	4	20770000	20780000
4	21760000	21770000	4	20770000	20780000
4	22690000	22700000	4	21780000	21790000
4	22380000	22390000	4	21790000	21800000
4	22600000	22610000	4	22400000	22410000
4	22690000	22700000	4	22400000	22410000
4	24410000	24420000	4	22890000	22900000
4	24420000	24430000	4	23130000	23140000
4	25140000	25150000	4	24490000	24500000
4	25350000	25360000	4	24510000	24520000
4	24980000	24990000	4	24490000	24500000
1	53680000	53690000	1	53480000	53490000
4	25360000	25370000	4	24970000	24980000
4	25360000	25370000	4	25170000	25180000
4	25760000	25770000	4	25440000	25450000
4	27020000	27030000	4	25850000	25860000
4	26400000	26410000	4	25920000	25930000
4	27310000	27320000	4	26020000	26030000
4	26410000	26420000	4	26020000	26030000
4	27010000	27020000	4	26020000	26030000
4	27010000	27020000	4	26330000	26340000
4	27010000	27020000	4	26440000	26450000
1	53950000	53960000	1	53860000	53870000
4	26710000	26720000	4	26440000	26450000
4	27000000	27010000	4	26780000	26790000
4	26990000	27000000	4	26870000	26880000
4	34710000	34720000	4	33640000	33650000
4	34700000	34710000	4	33790000	33800000
4	35920000	35930000	4	34730000	34740000
4	36390000	36400000	4	36180000	36190000
4	37390000	37400000	4	36180000	36190000
1	54800000	54810000	1	53860000	53870000
4	37380000	37390000	4	36410000	36420000
4	37780000	37790000	4	37600000	37610000
4	74130000	74140000	4	72310000	72320000
4	74130000	74140000	4	73310000	73320000
4	74130000	74140000	4	73660000	73670000
4	74310000	74320000	4	73660000	73670000
4	74300000	74310000	4	74190000	74200000
4	74620000	74630000	4	74370000	74380000
1	54800000	54810000	1	53960000	53970000
4	74530000	74540000	4	74370000	74380000
4	75480000	75490000	4	74870000	74880000
4	75570000	75580000	4	74870000	74880000
4	75840000	75850000	4	75570000	75580000
4	76500000	76510000	4	76170000	76180000
4	76740000	76750000	4	76180000	76190000
4	76740000	76750000	4	76510000	76520000
1	54790000	54800000	1	54070000	54080000
4	77040000	77050000	4	76510000	76520000
4	77200000	77210000	4	76510000	76520000
4	77180000	77190000	4	77060000	77070000
4	77430000	77440000	4	77240000	77250000
4	77600000	77610000	4	77240000	77250000
4	78890000	78900000	4	77950000	77960000
4	78850000	78860000	4	78610000	78620000
4	78780000	78790000	4	78620000	78630000
4	80210000	80220000	4	78950000	78960000
4	80340000	80350000	4	78950000	78960000
4	80190000	80200000	4	79910000	79920000
4	81050000	81060000	4	80210000	80220000
4	81040000	81050000	4	80360000	80370000
4	81350000	81360000	4	80350000	80360000
4	81350000	81360000	4	81070000	81080000
4	82210000	82220000	4	81070000	81080000
4	81850000	81860000	4	81430000	81440000
4	82200000	82210000	4	81400000	81410000
4	82260000	82270000	4	81400000	81410000
4	82350000	82360000	4	81400000	81410000
1	55270000	55280000	1	55140000	55150000
4	82880000	82890000	4	82450000	82460000
4	82730000	82740000	4	82460000	82470000
4	83260000	83270000	4	83070000	83080000
4	84500000	84510000	4	83360000	83370000
4	84500000	84510000	4	83490000	83500000
4	84510000	84520000	4	83640000	83650000
4	84970000	84980000	4	83640000	83650000
4	84970000	84980000	4	84570000	84580000
4	84960000	84970000	4	84740000	84750000
4	85740000	85750000	4	85080000	85090000
1	55340000	55350000	1	55140000	55150000
4	85740000	85750000	4	85150000	85160000
4	85970000	85980000	4	85140000	85150000
4	85730000	85740000	4	85380000	85390000
4	85950000	85960000	4	85820000	85830000
4	87090000	87100000	4	86490000	86500000
4	86890000	86900000	4	86490000	86500000
4	87240000	87250000	4	86500000	86510000
4	87460000	87470000	4	86900000	86910000
4	87840000	87850000	4	86900000	86910000
4	87230000	87240000	4	86910000	86920000
1	29030000	29040000	1	28880000	28890000
1	110000000	110010000	1	109550000	109560000
4	87090000	87100000	4	86920000	86930000
4	87840000	87850000	4	87140000	87150000
4	87460000	87470000	4	87150000	87160000
4	87830000	87840000	4	87260000	87270000
4	88200000	88210000	4	87670000	87680000
4	87970000	87980000	4	87850000	87860000
4	88200000	88210000	4	87850000	87860000
4	88200000	88210000	4	88040000	88050000
4	88500000	88510000	4	88050000	88060000
1	110460000	110470000	1	110190000	110200000
4	88500000	88510000	4	88220000	88230000
4	88650000	88660000	4	88530000	88540000
4	89020000	89030000	4	88530000	88540000
4	89020000	89030000	4	88670000	88680000
4	89020000	89030000	4	88810000	88820000
4	90290000	90300000	4	89150000	89160000
4	90280000	90290000	4	89220000	89230000
4	89430000	89440000	4	89230000	89240000
4	90290000	90300000	4	89470000	89480000
4	89890000	89900000	4	89470000	89480000
1	110310000	110320000	1	110200000	110210000
4	89900000	89910000	4	89590000	89600000
4	90290000	90300000	4	89920000	89930000
4	129630000	129640000	4	128190000	128200000
4	128800000	128810000	4	128450000	128460000
4	128860000	128870000	4	128450000	128460000
4	128860000	128870000	4	128560000	128570000
4	128800000	128810000	4	128570000	128580000
4	129640000	129650000	4	129210000	129220000
4	129640000	129650000	4	129350000	129360000
1	110770000	110780000	1	110620000	110630000
4	131080000	131090000	4	130740000	130750000
4	134910000	134920000	4	133150000	133160000
4	134130000	134140000	4	133320000	133330000
4	136860000	136870000	4	135370000	135380000
4	137860000	137870000	4	137120000	137130000
4	138090000	138100000	4	137120000	137130000
4	138670000	138680000	4	137820000	137830000
4	139650000	139660000	4	139020000	139030000
4	139520000	139530000	4	139040000	139050000
4	139290000	139300000	4	139090000	139100000
1	111750000	111760000	1	111480000	111490000
4	139520000	139530000	4	139390000	139400000
4	140250000	140260000	4	139730000	139740000
4	140850000	140860000	4	140360000	140370000
4	142840000	142850000	4	141310000	141320000
4	141710000	141720000	4	141340000	141350000
4	142720000	142730000	4	142120000	142130000
4	142840000	142850000	4	142120000	142130000
4	142720000	142730000	4	142340000	142350000
4	142840000	142850000	4	142350000	142360000
4	143350000	143360000	4	143200000	143210000
4	143480000	143490000	4	143200000	143210000
4	145090000	145100000	4	143200000	143210000
4	143460000	143470000	4	143370000	143380000
4	145150000	145160000	4	143530000	143540000
4	145070000	145080000	4	143550000	143560000
4	144560000	144570000	4	144180000	144190000
4	144570000	144580000	4	144350000	144360000
4	145610000	145620000	4	145170000	145180000
1	112800000	112810000	1	112720000	112730000
4	145600000	145610000	4	145210000	145220000
4	110510000	110520000	4	109420000	109430000
